_id,AnnualHouseholdIncome,BirthYear2020,CoronavirusConcern2,CoronavirusEmployment,CoronavirusIntent_Mask,CoronavirusIntent_SixFeet,CoronavirusIntent_StayHome,CoronavirusIntent_WashHands,CoronavirusLocalCommunity,CoronavirusSupportSystem,CoronavirusSymptomSelect,CoronavirusUnderstanding1,CoronavirusUnderstanding2,CoronavirusUnderstanding3,CoronavirusUnderstanding4,CoronavirusWhenShouldReopen,Education_Alt2,Ethnicity,Gender,HasCoronavirusBelief,PoliticalBeliefsNoOp,PoliticalPartyNoOp,Religion_Alt1,Religiosity_Alt2,TrumpApproveNoOp,ZipCode,startTime
5ea9d71a2e976d0021262342,49000.0,1957,9.3,"['now-retired', 'was-retired']",100.0,100,100,100,4.0,['fam-friend'],['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],one-in-1k,1-mo,postgrad,white,female,0.1,4.9,5.9,something-else,7.8,9.9,377,2020-04-29 19:26:30.187
5ea9d7212e976d0021262343,50000.0,1970,8.6,"['was-full', 'now-full']",92.0,93,89,81,0.0,['fam-friend'],['none'],"['corona-all-hospitalize', 'elderly-more-risk']",['all-spread-covid'],['asymptomatic-spread'],three-percent,3-mo,college,white,female,1.1,0.8,0.5,catholic,6.3,0.6,328,2020-04-29 19:32:39.706
5ea9d72aace2e2001d4bb002,31000.0,1987,8.6,['was-full'],88.0,89,90,87,0.0,['fam-friend'],"['nasal', 'fatigue']",['corona-all-hospitalize'],"['ethnicity-spreads-covid', 'all-spread-covid', 'non-natives-spread-covid']","['infect-from-animal', 'only-sick-spread']",three-percent,3-wk,highschool,white,female,2.7,8.0,8.8,catholic,8.4,8.7,833,2020-04-29 19:32:54.084
5ea9d72fb3c290002745a281,125000.0,1954,9.7,['was-full'],92.0,95,89,74,0.0,['fam-friend'],['none'],['elderly-more-risk'],['all-spread-covid'],['asymptomatic-spread'],three-in-ten,2-mo,postgrad,white,male,0.2,2.1,1.2,catholic,0.2,0.1,967,2020-04-29 19:32:50.155
5ea9d74b74c885001d51d9e3,12000.0,1992,5.4,['now-disabled'],45.0,46,43,49,0.0,['no-one'],['none'],['none-true'],['non-natives-spread-covid'],['infect-from-animal'],almost-all,3-wk,college,black,male,0.0,4.1,4.0,something-else,0.1,0.0,276,2020-04-29 19:33:27.062
5ea9d757065939001f471947,13000.0,1992,8.2,['was-disabled'],100.0,100,100,71,0.0,['fam-friend'],['none'],['corona-similar-flu'],['ethnicity-spreads-covid'],['asymptomatic-spread'],one-in-1k,3-mo,college,white,male,1.3,8.3,4.6,catholic,10.0,1.1,112,2020-04-29 19:34:05.260
5ea9d75a74c885001d51d9e4,65000.0,1988,5.1,"['was-full', 'now-full']",52.0,63,67,60,9.0,"['fam-friend', 'employer', 'local-gov', 'state-gov']",['headache'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],three-in-ten,3-mo,college,white,male,1.0,5.8,4.3,evangelical-protestant,6.1,4.7,280,2020-04-29 19:27:53.245
5ea9d75aea63310022eda1b6,100000.0,1984,9.3,['was-full'],99.0,100,96,98,5.0,"['fam-friend', 'employer', 'state-gov', 'local-gov', 'fedgov', 'religious', 'local-community']","['headache', 'fatigue']","['corona-all-hospitalize', 'elderly-more-risk']",['all-spread-covid'],['asymptomatic-spread'],three-percent,1-mo,college,white,male,6.2,2.7,3.1,other-protestant,10.0,0.1,432,2020-04-29 19:31:38.549
5ea9d768ea63310022eda1b8,89000.0,1984,6.9,['was-full'],100.0,100,100,91,0.0,['fam-friend'],['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],three-percent,1-mo,college,white,female,2.3,8.1,8.1,catholic,6.0,7.1,405,2020-04-29 19:30:27.158
5ea9d777065939001f471949,30000.0,2001,0.0,['was-full'],0.0,39,0,31,0.0,"['fam-friend', 'religious']",['none'],"['corona-similar-flu', 'elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],three-in-ten,immediate,highschool,white,female,0.1,10.0,10.0,evangelical-protestant,10.0,10.0,971,2020-04-29 19:33:44.913
5ea9d77face2e2001d4bb005,96000.0,2001,7.9,['was-jobless'],0.0,43,64,63,0.0,['no-one'],['none'],['none-true'],['non-natives-spread-covid'],['asymptomatic-spread'],three-in-ten,few-days,some-college,black,male,2.4,6.0,7.6,something-else,7.3,4.3,207,2020-04-29 19:35:02.254
5ea9d78a2e976d0021262344,60000.0,1988,9.7,['was-jobless'],100.0,100,100,100,0.0,"['state-gov', 'local-gov', 'fedgov']",['none'],['elderly-more-risk'],['all-spread-covid'],['asymptomatic-spread'],one-in-30k,2-wk,college,asian,female,0.0,6.5,3.9,other-protestant,5.5,6.9,906,2020-04-29 19:28:03.208
5ea9d79bb3c290002745a283,30000.0,1979,8.5,['now-jobless'],100.0,100,100,100,0.0,['fam-friend'],['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['ethnicity-spreads-covid'],['asymptomatic-spread'],one-in-1k,6-mo,highschool,asian,female,0.0,5.8,4.9,atheist,0.0,0.0,850,2020-04-29 19:33:39.061
5ea9d7a0065939001f47194c,35000.0,1988,6.0,['now-disabled'],79.0,100,59,54,0.0,['fam-friend'],['none'],['none-true'],['all-spread-covid'],['infect-from-animal'],almost-all,1-wk,some-college,white,female,0.5,4.0,5.8,nothing-in-particular,7.0,5.4,335,2020-04-29 19:31:36.877
5ea9d7a6c54f3900316caa5a,189000.0,1997,8.7,"['was-full', 'now-full']",100.0,69,100,100,5.0,"['fam-friend', 'state-gov']",['dry-cough'],['elderly-more-risk'],['all-spread-covid'],['asymptomatic-spread'],one-in-1k,3-wk,postgrad,black,female,0.0,2.1,4.8,catholic,5.4,0.0,112,2020-04-29 19:28:22.335
5ea9d7c52735280029a27b12,40000.0,2000,5.0,['now-jobless'],48.0,50,0,51,0.0,['fam-friend'],['none'],['elderly-more-risk'],['non-natives-spread-covid'],['asymptomatic-spread'],one-in-1k,1-mo,highschool,other-mixed,male,0.1,0.0,4.9,catholic,5.0,0.8,950,2020-04-29 19:30:42.599
5ea9d7d2065939001f47194e,65000.0,2001,7.3,['was-jobless'],100.0,79,100,69,4.0,['fam-friend'],['headache'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],three-percent,3-mo,school,white,female,0.6,7.8,8.0,nothing-in-particular,3.8,7.4,088,2020-04-29 19:33:40.163
5ea9d7d22dd05c0029576f49,75000.0,1992,2.3,"['was-full', 'now-full']",100.0,69,84,96,0.0,['fam-friend'],['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],one-in-30k,few-days,college,white,female,0.1,7.5,10.0,nothing-in-particular,1.4,8.3,333,2020-04-29 19:33:39.780
5ea9d7d26cab690021e833bd,45000.0,1973,3.8,['was-full'],6.0,51,68,44,0.0,"['fam-friend', 'employer']","['dry-cough', 'diarrhea', 'muscle-ache', 'nasal']","['elderly-more-risk', 'corona-similar-flu', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],one-in-1k,1-mo,college,white,female,0.5,7.4,6.4,something-else,3.1,7.5,619,2020-04-29 19:27:01.418
5ea9d7fd74c885001d51d9e8,100000.0,1997,2.2,['was-part'],0.0,31,15,46,0.0,['fam-friend'],['none'],['elderly-more-risk'],['all-spread-covid'],['asymptomatic-spread'],one-in-1k,few-days,college,white,male,0.0,10.0,10.0,something-else,8.9,10.0,357,2020-04-29 19:34:27.043
5ea9d8022e976d0021262347,10000.0,2000,5.8,['now-part'],100.0,100,100,100,0.0,['local-community'],['none'],"['corona-similar-flu', 'young-invulnerable', 'elderly-more-risk', 'corona-all-hospitalize']","['ethnicity-spreads-covid', 'all-spread-covid']",['asymptomatic-spread'],three-in-ten,1-mo,college,white,female,0.9,4.9,4.7,something-else,6.7,5.2,956,2020-04-29 19:32:18.510
5ea9d809065939001f471950,21000.0,1974,3.8,"['was-full', 'now-full']",7.0,51,49,53,0.0,['fam-friend'],['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],one-in-30k,2-wk,college,white,female,0.7,6.2,7.2,evangelical-protestant,5.4,7.1,368,2020-04-29 19:34:43.371
5ea9d80974c885001d51d9e9,180000.0,1978,4.9,"['was-full', 'now-full']",100.0,95,97,95,0.0,['fam-friend'],['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],one-in-1k,2-mo,college,black,female,4.8,6.1,5.1,catholic,5.0,7.2,774,2020-04-29 19:27:01.548
5ea9d80a6cab690021e833bf,12000.0,1987,1.8,['now-jobless'],3.0,100,100,97,15.0,"['employer', 'local-gov']",['none'],['none-true'],['non-natives-spread-covid'],['asymptomatic-spread'],one-in-1k,2-wk,some-college,white,female,0.0,4.8,4.8,catholic,4.8,5.5,542,2020-04-29 19:34:34.447
5ea9d810065939001f471951,20000.0,2000,7.5,['was-jobless'],65.0,66,67,34,0.0,['religious'],['muscle-ache'],['corona-only-elderly'],['all-spread-covid'],['asymptomatic-spread'],one-in-1k,2-wk,school,black,male,6.3,7.0,3.2,mormon,8.4,7.1,606,2020-04-29 19:36:40.739
5ea9d823ace2e2001d4bb008,24000.0,1955,7.1,['now-disabled'],80.0,21,100,35,0.0,"['fam-friend', 'state-gov', 'fedgov']","['fatigue', 'headache']","['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],three-percent,3-wk,some-college,white,male,2.0,2.9,1.8,jewish,4.7,1.9,334,2020-04-29 19:29:41.518
5ea9d824065939001f471952,150000.0,1988,7.4,['was-full'],100.0,88,100,100,0.0,['fam-friend'],['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],three-percent,yr-plus,college,white,female,0.0,5.1,5.1,catholic,10.0,6.4,217,2020-04-29 19:35:39.260
5ea9d8242735280029a27b13,39000.0,1998,8.0,['was-full'],100.0,100,100,100,10.0,"['fam-friend', 'religious']",['none'],"['corona-all-hospitalize', 'elderly-more-risk']",['all-spread-covid'],['asymptomatic-spread'],one-in-1k,2-wk,highschool,other-mixed,female,0.0,3.1,0.0,something-else,7.8,0.0,871,2020-04-29 19:34:22.155
5ea9d8246cab690021e833c0,30000.0,1999,10.0,['was-full'],100.0,100,100,79,0.0,"['state-gov', 'fam-friend']",['none'],"['corona-all-hospitalize', 'elderly-more-risk']",['all-spread-covid'],['asymptomatic-spread'],three-in-ten,1-mo,highschool,black,male,2.4,5.2,0.0,evangelical-protestant,10.0,4.6,283,2020-04-29 19:36:13.755
5ea9d82874c885001d51d9ea,286347.0,1981,6.5,['was-part'],0.0,30,100,3,0.0,['state-gov'],['none'],"['elderly-more-risk', 'corona-only-elderly']",['all-spread-covid'],"['infect-from-animal', 'asymptomatic-spread']",three-in-ten,5-mo,postgrad,white,male,3.2,6.9,3.3,hindu,6.3,9.4,957,2020-04-29 19:37:36.624
5ea9d82a6cab690021e833c1,24000.0,1944,7.3,['was-part'],100.0,100,100,65,0.0,['no-one'],['nasal'],"['elderly-more-risk', 'corona-all-hospitalize']",['ethnicity-spreads-covid'],['asymptomatic-spread'],one-in-1k,yr-plus,some-college,white,female,0.0,2.5,2.0,nothing-in-particular,2.7,0.4,554,2020-04-29 19:29:04.625
5ea9d82c065939001f471953,60000.0,1985,7.8,['now-part'],79.0,74,77,77,0.0,['employer'],['muscle-ache'],['young-invulnerable'],['ethnicity-spreads-covid'],['only-sick-spread'],three-in-ten,immediate,highschool,hispanic-latino,male,7.8,8.0,7.7,catholic,6.7,7.6,073,2020-04-29 19:38:30.806
5ea9d8326cab690021e833c2,160000.0,1991,2.9,"['was-full', 'now-full']",75.0,76,61,71,0.0,"['employer', 'fam-friend']",['none'],['none-true'],['all-spread-covid'],['asymptomatic-spread'],one-in-30k,2-wk,some-college,white,female,0.0,7.7,8.1,something-else,8.3,7.6,786,2020-04-29 19:30:18.360
